Date,"Nitrogen dioxide",Status
11/08/2014,no data,"V µg/m³"
12/08/2014,17.51739,"V µg/m³"
13/08/2014,28.24952,"V µg/m³"
14/08/2014,36.92519,"V µg/m³"
15/08/2014,29.50900,"V µg/m³"
16/08/2014,25.79187,"V µg/m³"
17/08/2014,10.58280,"V µg/m³"
18/08/2014,28.69993,"V µg/m³"
19/08/2014,31.93934,"V µg/m³"
20/08/2014,37.56412,"V µg/m³"
21/08/2014,31.74485,"V µg/m³"
22/08/2014,31.34706,"V µg/m³"
23/08/2014,29.56572,"V µg/m³"
24/08/2014,23.43692,"V µg/m³"
25/08/2014,7.82005,"V µg/m³"
26/08/2014,14.56441,"V µg/m³"
27/08/2014,18.04262,"V µg/m³"
28/08/2014,16.68830,"V µg/m³"
29/08/2014,16.42678,"V µg/m³"
30/08/2014,24.38505,"V µg/m³"
31/08/2014,23.16733,"V µg/m³"
01/09/2014,33.31726,"V µg/m³"
02/09/2014,17.93967,"V µg/m³"
03/09/2014,21.90568,"V µg/m³"
04/09/2014,26.31910,"V µg/m³"
05/09/2014,36.44386,"V µg/m³"
06/09/2014,50.01530,"V µg/m³"
07/09/2014,27.29464,"V µg/m³"
08/09/2014,23.20053,"V µg/m³"
09/09/2014,20.47186,"V µg/m³"
10/09/2014,17.12801,"V µg/m³"
11/09/2014,18.39516,"V µg/m³"
12/09/2014,16.36818,"V µg/m³"
13/09/2014,10.08425,"V µg/m³"
14/09/2014,6.20009,"V µg/m³"
15/09/2014,19.61145,"V µg/m³"
16/09/2014,21.71585,"V µg/m³"
17/09/2014,14.00439,"V µg/m³"
18/09/2014,26.90873,"V µg/m³"
19/09/2014,26.90863,"V µg/m³"
20/09/2014,22.44956,"V µg/m³"
21/09/2014,10.77399,"V µg/m³"
22/09/2014,34.16326,"V µg/m³"
23/09/2014,43.79942,"V µg/m³"
24/09/2014,32.80740,"V µg/m³"
25/09/2014,33.02790,"V µg/m³"
26/09/2014,34.58867,"V µg/m³"
27/09/2014,34.19062,"V µg/m³"
28/09/2014,23.76196,"V µg/m³"
29/09/2014,36.91577,"V µg/m³"
30/09/2014,35.38500,"V µg/m³"
01/10/2014,33.38019,"V µg/m³"
02/10/2014,31.81558,"V µg/m³"
03/10/2014,32.92038,"V µg/m³"
04/10/2014,25.17680,"V µg/m³"
05/10/2014,25.07837,"V µg/m³"
06/10/2014,13.07392,"V µg/m³"
07/10/2014,26.14966,"V µg/m³"
08/10/2014,19.30845,"V µg/m³"
09/10/2014,18.93883,"V µg/m³"
10/10/2014,27.15757,"V µg/m³"
11/10/2014,28.62449,"V µg/m³"
12/10/2014,14.55464,"V µg/m³"
13/10/2014,21.56616,"V µg/m³"
14/10/2014,44.48675,"V µg/m³"
15/10/2014,22.84442,"V µg/m³"
16/10/2014,35.91865,"V µg/m³"
17/10/2014,24.94172,"V µg/m³"
18/10/2014,17.80421,"V µg/m³"
19/10/2014,8.89894,"V µg/m³"
20/10/2014,21.99965,"V µg/m³"
21/10/2014,18.23633,"V µg/m³"
22/10/2014,41.79016,"V µg/m³"
23/10/2014,26.26306,"V µg/m³"
24/10/2014,34.54620,"V µg/m³"
25/10/2014,31.85630,"V µg/m³"
26/10/2014,18.77120,"V µg/m³"
27/10/2014,17.15584,"V µg/m³"
28/10/2014,20.80423,"V µg/m³"
29/10/2014,23.92414,"V µg/m³"
30/10/2014,26.57984,"V µg/m³"
31/10/2014,22.44923,"V µg/m³"
01/11/2014,21.89174,"V µg/m³"
02/11/2014,13.16889,"V µg/m³"
03/11/2014,33.60494,"V µg/m³"
04/11/2014,40.90504,"V µg/m³"
05/11/2014,38.34615,"V µg/m³"
06/11/2014,34.75771,"V µg/m³"
07/11/2014,22.99940,"V µg/m³"
08/11/2014,16.62746,"V µg/m³"
09/11/2014,32.92766,"V µg/m³"
10/11/2014,24.31202,"V µg/m³"
11/11/2014,7.88064,"V µg/m³"
12/11/2014,nodata,"V µg/m³"
13/11/2014,nodata,"V µg/m³"
14/11/2014,23.90885,"V µg/m³"
15/11/2014,26.96914,"V µg/m³"
16/11/2014,30.20325,"V µg/m³"
17/11/2014,35.62225,"V µg/m³"
18/11/2014,45.99808,"V µg/m³"
19/11/2014,41.15877,"V µg/m³"
20/11/2014,41.97012,"V µg/m³"
21/11/2014,40.02885,"V µg/m³"
22/11/2014,25.68298,"V µg/m³"
23/11/2014,24.08676,"V µg/m³"
24/11/2014,55.08187,"V µg/m³"
25/11/2014,43.07304,"V µg/m³"
26/11/2014,46.33976,"V µg/m³"
27/11/2014,24.65723,"V µg/m³"
28/11/2014,32.70839,"V µg/m³"
29/11/2014,31.45269,"V µg/m³"
30/11/2014,28.04159,"V µg/m³"
01/12/2014,16.97307,"V µg/m³"
02/12/2014,19.64165,"V µg/m³"
03/12/2014,14.13865,"V µg/m³"
04/12/2014,29.73797,"V µg/m³"
05/12/2014,51.38305,"V µg/m³"
06/12/2014,55.21329,"V µg/m³"
07/12/2014,25.97270,"V µg/m³"
08/12/2014,40.41011,"V µg/m³"
09/12/2014,36.37973,"V µg/m³"
10/12/2014,30.79881,"V µg/m³"
11/12/2014,21.48094,"V µg/m³"
12/12/2014,35.50232,"V µg/m³"
13/12/2014,49.33038,"V µg/m³"
14/12/2014,24.97168,"V µg/m³"
15/12/2014,48.97640,"V µg/m³"
16/12/2014,59.09679,"V µg/m³"
17/12/2014,29.34171,"V µg/m³"
18/12/2014,12.86880,"V µg/m³"
19/12/2014,30.32245,"V µg/m³"
20/12/2014,27.23053,"V µg/m³"
21/12/2014,12.46631,"V µg/m³"
22/12/2014,13.51694,"V µg/m³"
23/12/2014,12.74978,"V µg/m³"
24/12/2014,25.60498,"V µg/m³"
25/12/2014,21.39444,"V µg/m³"
26/12/2014,21.05142,"V µg/m³"
27/12/2014,14.89124,"V µg/m³"
28/12/2014,27.54033,"V µg/m³"
29/12/2014,55.22815,"V µg/m³"
30/12/2014,54.74968,"V µg/m³"
31/12/2014,27.61181,"V µg/m³"
01/01/2015,8.40823,"V µg/m³"
02/01/2015,31.29416,"V µg/m³"
03/01/2015,31.19260,"V µg/m³"
04/01/2015,39.35608,"V µg/m³"
05/01/2015,34.54749,"V µg/m³"
06/01/2015,33.93791,"V µg/m³"
07/01/2015,29.82559,"V µg/m³"
08/01/2015,39.12223,"V µg/m³"
09/01/2015,14.66919,"V µg/m³"
10/01/2015,15.65692,"V µg/m³"
11/01/2015,11.14114,"V µg/m³"
12/01/2015,15.74414,"V µg/m³"
13/01/2015,25.76642,"V µg/m³"
14/01/2015,23.85508,"V µg/m³"
15/01/2015,18.86288,"V µg/m³"
16/01/2015,51.54191,"V µg/m³"
17/01/2015,nodata,"V µg/m³"
18/01/2015,nodata,"V µg/m³"
19/01/2015,nodata,"V µg/m³"
20/01/2015,nodata,"V µg/m³"
21/01/2015,nodata,"V µg/m³"
22/01/2015,nodata,"V µg/m³"
23/01/2015,45.88639,"V µg/m³"
24/01/2015,32.68008,"V µg/m³"
25/01/2015,27.42249,"V µg/m³"
26/01/2015,32.11655,"V µg/m³"
27/01/2015,54.92360,"V µg/m³"
28/01/2015,22.37914,"V µg/m³"
29/01/2015,27.96724,"V µg/m³"
30/01/2015,nodata,"V µg/m³"
31/01/2015,nodata,"V µg/m³"
01/02/2015,nodata,"V µg/m³"
02/02/2015,nodata,"V µg/m³"
03/02/2015,nodata,"V µg/m³"
04/02/2015,nodata,"V µg/m³"
05/02/2015,17.98731,"V µg/m³"
06/02/2015,12.96859,"V µg/m³"
07/02/2015,20.74940,"V µg/m³"
08/02/2015,32.34615,"V µg/m³"
09/02/2015,48.04891,"V µg/m³"
10/02/2015,51.16367,"V µg/m³"
11/02/2015,31.56217,"V µg/m³"
12/02/2015,36.23210,"V µg/m³"
13/02/2015,17.03601,"V µg/m³"
14/02/2015,27.53681,"V µg/m³"
15/02/2015,39.04546,"V µg/m³"
16/02/2015,33.86828,"V µg/m³"
17/02/2015,nodata,"V µg/m³"
18/02/2015,nodata,"V µg/m³"
19/02/2015,20.31183,"V µg/m³"
20/02/2015,46.85433,"V µg/m³"
21/02/2015,50.06061,"V µg/m³"
22/02/2015,19.28271,"V µg/m³"
23/02/2015,23.68653,"V µg/m³"
24/02/2015,29.70898,"V µg/m³"
25/02/2015,48.36965,"V µg/m³"
26/02/2015,29.53448,"V µg/m³"
27/02/2015,52.58793,"V µg/m³"
28/02/2015,14.45556,"V µg/m³"
01/03/2015,10.13661,"V µg/m³"
02/03/2015,26.49320,"V µg/m³"
03/03/2015,30.17250,"V µg/m³"
04/03/2015,35.92641,"V µg/m³"
05/03/2015,58.03145,"V µg/m³"
06/03/2015,30.24887,"V µg/m³"
07/03/2015,20.33828,"V µg/m³"
08/03/2015,21.08238,"V µg/m³"
09/03/2015,25.70098,"V µg/m³"
10/03/2015,37.89969,"V µg/m³"
11/03/2015,29.03361,"V µg/m³"
12/03/2015,17.62617,"V µg/m³"
13/03/2015,26.57026,"V µg/m³"
14/03/2015,9.74617,"V µg/m³"
15/03/2015,11.14587,"V µg/m³"
16/03/2015,20.62202,"V µg/m³"
17/03/2015,37.63559,"V µg/m³"
18/03/2015,23.03736,"V µg/m³"
19/03/2015,17.40164,"V µg/m³"
20/03/2015,34.66084,"V µg/m³"
21/03/2015,17.04006,"V µg/m³"
22/03/2015,12.19334,"V µg/m³"
23/03/2015,39.72856,"V µg/m³"
24/03/2015,42.85704,"V µg/m³"
25/03/2015,47.21959,"V µg/m³"
26/03/2015,25.05463,"V µg/m³"
27/03/2015,39.36843,"V µg/m³"
28/03/2015,11.47118,"V µg/m³"
29/03/2015,9.64905,"V µg/m³"
30/03/2015,24.20033,"V µg/m³"
31/03/2015,18.56812,"V µg/m³"
01/04/2015,22.72417,"V µg/m³"
02/04/2015,24.34490,"V µg/m³"
03/04/2015,18.23307,"V µg/m³"
04/04/2015,20.22649,"V µg/m³"
05/04/2015,20.18395,"V µg/m³"
06/04/2015,17.63694,"V µg/m³"
07/04/2015,30.81589,"V µg/m³"
08/04/2015,42.58764,"V µg/m³"
09/04/2015,31.29602,"V µg/m³"
10/04/2015,39.11753,"V µg/m³"
11/04/2015,24.34743,"V µg/m³"
12/04/2015,13.83430,"V µg/m³"
13/04/2015,25.54180,"V µg/m³"
14/04/2015,24.95745,"V µg/m³"
15/04/2015,33.34887,"V µg/m³"
16/04/2015,14.60509,"V µg/m³"
17/04/2015,9.07467,"V µg/m³"
18/04/2015,8.27150,"V µg/m³"
19/04/2015,11.38448,"V µg/m³"
20/04/2015,17.51067,"V µg/m³"
21/04/2015,16.09395,"V µg/m³"
22/04/2015,13.11776,"V µg/m³"
23/04/2015,20.79371,"V µg/m³"
24/04/2015,33.62860,"V µg/m³"
25/04/2015,17.06554,"V µg/m³"
26/04/2015,12.64408,"V µg/m³"
27/04/2015,19.94063,"V µg/m³"
28/04/2015,25.40750,"V µg/m³"
29/04/2015,24.09832,"V µg/m³"
30/04/2015,24.25744,"V µg/m³"
01/05/2015,9.78094,"V µg/m³"
02/05/2015,19.84390,"V µg/m³"
03/05/2015,8.21700,"V µg/m³"
04/05/2015,11.72977,"V µg/m³"
05/05/2015,11.92077,"V µg/m³"
06/05/2015,14.17664,"V µg/m³"
07/05/2015,26.06084,"V µg/m³"
08/05/2015,21.10120,"V µg/m³"
09/05/2015,17.78707,"V µg/m³"
10/05/2015,16.28083,"V µg/m³"
11/05/2015,23.58992,"V µg/m³"
12/05/2015,26.53915,"V µg/m³"
13/05/2015,19.99109,"V µg/m³"
14/05/2015,18.68311,"V µg/m³"
15/05/2015,22.85272,"V µg/m³"
16/05/2015,20.13744,"V µg/m³"
17/05/2015,18.54703,"V µg/m³"
18/05/2015,23.16789,"V µg/m³"
19/05/2015,24.04415,"V µg/m³"
20/05/2015,30.76929,"V µg/m³"
21/05/2015,33.79148,"V µg/m³"
22/05/2015,37.36139,"V µg/m³"
23/05/2015,14.75519,"V µg/m³"
24/05/2015,20.04281,"V µg/m³"
25/05/2015,12.41216,"V µg/m³"
26/05/2015,22.83943,"V µg/m³"
27/05/2015,29.06784,"V µg/m³"
28/05/2015,25.33283,"V µg/m³"
29/05/2015,27.02561,"V µg/m³"
30/05/2015,22.02829,"V µg/m³"
31/05/2015,11.95964,"V µg/m³"
01/06/2015,21.06134,"V µg/m³"
02/06/2015,10.34376,"V µg/m³"
03/06/2015,29.61465,"V µg/m³"
04/06/2015,25.92827,"V µg/m³"
05/06/2015,32.09096,"V µg/m³"
06/06/2015,17.89775,"V µg/m³"
07/06/2015,11.67249,"V µg/m³"
08/06/2015,13.05479,"V µg/m³"
09/06/2015,6.20497,"V µg/m³"
10/06/2015,7.81427,"V µg/m³"
11/06/2015,13.21816,"V µg/m³"
12/06/2015,32.69731,"V µg/m³"
13/06/2015,20.17122,"V µg/m³"
14/06/2015,14.69757,"V µg/m³"
15/06/2015,9.21198,"V µg/m³"
16/06/2015,19.59180,"V µg/m³"
17/06/2015,23.59662,"V µg/m³"
18/06/2015,18.56915,"V µg/m³"
19/06/2015,24.96669,"V µg/m³"
20/06/2015,24.49404,"V µg/m³"
21/06/2015,13.15380,"V µg/m³"
22/06/2015,20.33672,"V µg/m³"
23/06/2015,17.64745,"V µg/m³"
24/06/2015,28.73088,"V µg/m³"
25/06/2015,29.37412,"V µg/m³"
26/06/2015,26.32081,"V µg/m³"
27/06/2015,24.64253,"V µg/m³"
28/06/2015,13.55850,"V µg/m³"
29/06/2015,26.32903,"V µg/m³"
30/06/2015,21.95562,"V µg/m³"
01/07/2015,19.73383,"V µg/m³"
02/07/2015,28.82043,"V µg/m³"
03/07/2015,12.24667,"V µg/m³"
04/07/2015,17.40267,"V µg/m³"
05/07/2015,12.94648,"V µg/m³"
06/07/2015,19.78883,"V µg/m³"
07/07/2015,18.19371,"V µg/m³"
08/07/2015,17.83362,"V µg/m³"
09/07/2015,21.82555,"V µg/m³"
10/07/2015,18.86178,"V µg/m³"
11/07/2015,27.87082,"V µg/m³"
12/07/2015,7.93552,"V µg/m³"
13/07/2015,16.18055,"V µg/m³"
14/07/2015,25.55840,"V µg/m³"
15/07/2015,19.62126,"V µg/m³"
16/07/2015,14.94950,"V µg/m³"
17/07/2015,21.20549,"V µg/m³"
18/07/2015,21.65783,"V µg/m³"
19/07/2015,12.52041,"V µg/m³"
20/07/2015,12.97947,"V µg/m³"
21/07/2015,17.98025,"V µg/m³"
22/07/2015,25.84002,"V µg/m³"
23/07/2015,31.90268,"V µg/m³"
24/07/2015,19.61139,"V µg/m³"
25/07/2015,16.48766,"V µg/m³"
26/07/2015,8.28022,"V µg/m³"
27/07/2015,12.00378,"V µg/m³"
28/07/2015,18.50489,"V µg/m³"
29/07/2015,26.66340,"V µg/m³"
30/07/2015,21.35340,"V µg/m³"
31/07/2015,20.59593,"V µg/m³"
01/08/2015,26.21166,"V µg/m³"
02/08/2015,10.96177,"V µg/m³"
03/08/2015,15.60052,"V µg/m³"
04/08/2015,15.68664,"V µg/m³"
05/08/2015,20.13274,"V µg/m³"
06/08/2015,22.30821,"V µg/m³"
07/08/2015,22.35784,"V µg/m³"
08/08/2015,12.29364,"V µg/m³"
09/08/2015,20.44530,"V µg/m³"
10/08/2015,17.06322,"V µg/m³"
11/08/2015,22.50606,"V µg/m³"
12/08/2015,8.04749,"V µg/m³"
13/08/2015,12.96397,"V µg/m³"
14/08/2015,25.49809,"V µg/m³"
15/08/2015,21.98425,"V µg/m³"
16/08/2015,20.27025,"V µg/m³"
17/08/2015,26.93471,"V µg/m³"
18/08/2015,38.13942,"V µg/m³"
19/08/2015,21.38214,"V µg/m³"
20/08/2015,14.93782,"V µg/m³"
21/08/2015,17.89982,"V µg/m³"
22/08/2015,18.08782,"V µg/m³"
23/08/2015,17.79549,"V µg/m³"
24/08/2015,nodata,"V µg/m³"
25/08/2015,nodata,"V µg/m³"
26/08/2015,13.63043,"V µg/m³"
27/08/2015,nodata,"V µg/m³"
28/08/2015,nodata,"V µg/m³"
29/08/2015,nodata,"V µg/m³"
30/08/2015,nodata,"V µg/m³"
31/08/2015,nodata,"V µg/m³"
01/09/2015,22.33868,"V µg/m³"
02/09/2015,35.85839,"V µg/m³"
03/09/2015,35.35796,"V µg/m³"
04/09/2015,35.35020,"V µg/m³"
05/09/2015,22.48864,"V µg/m³"
06/09/2015,27.15765,"V µg/m³"
07/09/2015,20.39257,"V µg/m³"
08/09/2015,15.12784,"V µg/m³"
09/09/2015,18.38932,"V µg/m³"
10/09/2015,23.02034,"V µg/m³"
11/09/2015,31.07318,"V µg/m³"
12/09/2015,18.94261,"V µg/m³"
13/09/2015,17.03965,"V µg/m³"
14/09/2015,16.14845,"V µg/m³"
15/09/2015,19.85982,"V µg/m³"
16/09/2015,27.28790,"V µg/m³"
17/09/2015,30.34407,"V µg/m³"
18/09/2015,30.72065,"V µg/m³"
19/09/2015,23.05363,"V µg/m³"
20/09/2015,17.82194,"V µg/m³"
21/09/2015,30.82500,"V µg/m³"
22/09/2015,29.62401,"V µg/m³"
23/09/2015,30.07983,"V µg/m³"
24/09/2015,26.35317,"V µg/m³"
25/09/2015,37.62962,"V µg/m³"
26/09/2015,31.58488,"V µg/m³"
27/09/2015,14.87791,"V µg/m³"
28/09/2015,16.33593,"V µg/m³"
29/09/2015,21.45632,"V µg/m³"
30/09/2015,19.00836,"V µg/m³"
01/10/2015,14.30960,"V µg/m³"
02/10/2015,26.78306,"V µg/m³"
03/10/2015,43.83313,"V µg/m³"
04/10/2015,33.92176,"V µg/m³"
05/10/2015,12.20373,"V µg/m³"
06/10/2015,12.74816,"V µg/m³"
07/10/2015,33.47512,"V µg/m³"
08/10/2015,49.91367,"V µg/m³"
09/10/2015,34.25389,"V µg/m³"
10/10/2015,17.53405,"V µg/m³"
11/10/2015,15.68855,"V µg/m³"
12/10/2015,26.97839,"V µg/m³"
13/10/2015,19.91101,"V µg/m³"
14/10/2015,21.87138,"V µg/m³"
15/10/2015,22.69696,"V µg/m³"
16/10/2015,18.66834,"V µg/m³"
17/10/2015,19.99183,"V µg/m³"
18/10/2015,19.94570,"V µg/m³"
19/10/2015,29.70967,"V µg/m³"
20/10/2015,47.11237,"V µg/m³"
21/10/2015,39.90553,"V µg/m³"
22/10/2015,40.69972,"V µg/m³"
23/10/2015,41.75968,"V µg/m³"
24/10/2015,25.66353,"V µg/m³"
25/10/2015,26.54649,"V µg/m³"
26/10/2015,25.09244,"V µg/m³"
27/10/2015,19.61659,"V µg/m³"
28/10/2015,34.99842,"V µg/m³"
29/10/2015,11.38022,"V µg/m³"
30/10/2015,11.12829,"V µg/m³"
31/10/2015,23.75723,"V µg/m³"
01/11/2015,24.60059,"V µg/m³"
02/11/2015,32.05151,"V µg/m³"
03/11/2015,21.40670,"V µg/m³"
04/11/2015,36.73989,"V µg/m³"
05/11/2015,16.44174,"V µg/m³"
06/11/2015,14.63179,"V µg/m³"
07/11/2015,12.97842,"V µg/m³"
08/11/2015,9.94259,"V µg/m³"
09/11/2015,14.74803,"V µg/m³"
10/11/2015,15.39566,"V µg/m³"
11/11/2015,21.23707,"V µg/m³"
12/11/2015,24.19969,"V µg/m³"
13/11/2015,22.80031,"V µg/m³"
14/11/2015,18.40974,"V µg/m³"
15/11/2015,6.43453,"V µg/m³"
16/11/2015,21.90153,"V µg/m³"
17/11/2015,13.36959,"V µg/m³"
18/11/2015,15.21131,"V µg/m³"
19/11/2015,31.24411,"V µg/m³"
20/11/2015,41.63317,"V µg/m³"
21/11/2015,16.56605,"V µg/m³"
22/11/2015,36.18322,"V µg/m³"
23/11/2015,48.62647,"V µg/m³"
24/11/2015,38.18173,"V µg/m³"
25/11/2015,39.95985,"V µg/m³"
26/11/2015,59.28561,"V µg/m³"
27/11/2015,26.60114,"V µg/m³"
28/11/2015,19.33907,"V µg/m³"
29/11/2015,7.28273,"V µg/m³"
30/11/2015,16.37295,"V µg/m³"
01/12/2015,23.27097,"V µg/m³"
02/12/2015,28.31232,"V µg/m³"
03/12/2015,22.82109,"V µg/m³"
04/12/2015,20.53830,"V µg/m³"
05/12/2015,10.07442,"V µg/m³"
06/12/2015,8.57548,"V µg/m³"
07/12/2015,15.89557,"V µg/m³"
08/12/2015,22.74563,"V µg/m³"
09/12/2015,32.82340,"V µg/m³"
10/12/2015,21.92414,"V µg/m³"
11/12/2015,33.65179,"V µg/m³"
12/12/2015,18.86618,"V µg/m³"
13/12/2015,24.16340,"V µg/m³"
14/12/2015,14.93288,"V µg/m³"
15/12/2015,15.81755,"V µg/m³"
16/12/2015,21.37912,"V µg/m³"
17/12/2015,24.95700,"V µg/m³"
18/12/2015,29.97407,"V µg/m³"
19/12/2015,13.76914,"V µg/m³"
20/12/2015,11.32622,"V µg/m³"
21/12/2015,20.67849,"V µg/m³"
22/12/2015,10.15278,"V µg/m³"
23/12/2015,21.55840,"V µg/m³"
24/12/2015,17.83157,"V µg/m³"
25/12/2015,7.08296,"V µg/m³"
26/12/2015,5.84771,"V µg/m³"
27/12/2015,10.37543,"V µg/m³"
28/12/2015,11.00290,"V µg/m³"
29/12/2015,19.29298,"V µg/m³"
30/12/2015,7.28194,"V µg/m³"
31/12/2015,15.51581,"V µg/m³"
01/01/2016,13.55324,"V µg/m³"
02/01/2016,8.19481,"V µg/m³"
